"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","333"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","15"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","20"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","11"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","12"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","8"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","8"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","8"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","12"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","K-SPEC. ED. OUT OF SCHOOL SUS.","D12","NON SPEC. ED. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","L-SPEC. ED. IN SCHOOL SUS.","D13","SPEC. ED. STUDENTS IN SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","L-SPEC. ED. IN SCHOOL SUS.","D14","SPEC. ED. IN SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","L-SPEC. ED. IN SCHOOL SUS.","D15","NON SPEC. ED. IN SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","P-ECO. DISADV. OUT OF SCHOOL SUS.","E13","ECO. DISAD. STUDENTS OUT OF SCHOOL SUS","7"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","P-ECO. DISADV. OUT OF SCHOOL SUS.","E14","ECO. DISAD. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","P-ECO. DISADV. OUT OF SCHOOL SUS.","E16","UNKNOWN ECO STATUS OUT OF SCH SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","Q-ECO. DISADV. IN SCHOOL SUS.","E17","ECO DISAD. STUDENTS SUSPEN IN SCHOOL","7"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","Q-ECO. DISADV. IN SCHOOL SUS.","E18","ECO DISAD. IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","Q-ECO. DISADV. IN SCHOOL SUS.","E20","UNKNOWN ECO STATUS IN SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","U-AT RISK OUT OF SCHOOL SUS.","F13","AT RISK STUDENTS OUT OF SCHOOL SUS","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","U-AT RISK OUT OF SCHOOL SUS.","F14","AT RISK OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","U-AT RISK OUT OF SCHOOL SUS.","F15","NON AT RISK OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","U-AT RISK OUT OF SCHOOL SUS.","F16","UNKNOWN AT RISK STATUS OUT OF SCH SUS","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","V-AT RISK IN SCHOOL SUS.","F17","AT RISK STUDENTS SUSPEN IN SCHOOL","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","V-AT RISK IN SCHOOL SUS.","F18","AT RISK IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","V-AT RISK IN SCHOOL SUS.","F19","NON AT RISK IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","V-AT RISK IN SCHOOL SUS.","F20","UNKNOWN AT RISK STATUS IN SCH SUS.","-99999999"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","W-REASON INCIDENT COUNTS","G21","21-VIOLATED LOCAL CODE OF CONDUCT","20"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","X-DISCIPLINE ACTION COUNTS","H05","05-OUT-OF-SCHOOL SUSPENSION","8"
"DISTRICT SUMMARY","05","ACADEMY OF BEAUMONT","123801","X-DISCIPLINE ACTION COUNTS","H06","06-IN-SCHOOL SUSPENSION","12"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","20770"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","5282"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","22361"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B01","COUNT OF STUDENTS EXPELLED TO JJAEP","31"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B02","MANDATORY EXPULSIONS TO JJAEP","7"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B03","DISCRETIONARY EXPULSIONS TO JJAEP","24"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B04","COUNT OF STUDENTS EXPELLED","31"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B05","MANDATORY EXPULSIONS","7"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B06","DISCRETIONARY EXPULSIONS","24"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","523"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B08","MANDATORY DAEP REMOVALS","61"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","604"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","4208"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B11","MANDATORY IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","05","BEAUMONT ISD","123910","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","3004"
