"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","846"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","96"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","126"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","-99999999"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B08","MANDATORY DAEP REMOVALS","-99999999"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","-99999999"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","72"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","88"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","31"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B14","MANDATORY OUT OF SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","E-DAEP PLACEMENTS","C11","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","19","ANTHONY ISD","071906","E-DAEP PLACEMENTS","C13","HISPANIC","-99999999"
