"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","705"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","234"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","239"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","B-DISCIPLINE DATA TRENDS","B04","COUNT OF STUDENTS EXPELLED","216"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","B-DISCIPLINE DATA TRENDS","B05","MANDATORY EXPULSIONS","-99999999"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","B-DISCIPLINE DATA TRENDS","B06","DISCRETIONARY EXPULSIONS","-99999999"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","23"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","B-DISCIPLINE DATA TRENDS","B14","MANDATORY OUT OF SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","D-EXPULSION ACTIONS","C06","AFRICAN AMERICAN","39"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","D-EXPULSION ACTIONS","C07","ASIAN","-99999999"
"DISTRICT SUMMARY","13","AMERICAN YOUTHWORKS CHARTER SCHOOL","227801","D-EXPULSION ACTIONS","C08","HISPANIC","150"
