"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","320"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","6"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","9"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B04","COUNT OF STUDENTS EXPELLED","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B05","MANDATORY EXPULSIONS","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","5"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","B-DISCIPLINE DATA TRENDS","B14","MANDATORY OUT OF SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","D-EXPULSION ACTIONS","C10","WHITE","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","E-DAEP PLACEMENTS","C15","WHITE","-99999999"
"DISTRICT SUMMARY","12","ABBOTT ISD","109901","F-OUT OF SCHOOL SUSPENSIONS","C20","WHITE","-99999999"
