"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","51683"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","5937"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","18586"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B01","COUNT OF STUDENTS EXPELLED TO JJAEP","52"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B02","MANDATORY EXPULSIONS TO JJAEP","33"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B03","DISCRETIONARY EXPULSIONS TO JJAEP","19"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B04","COUNT OF STUDENTS EXPELLED","55"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B05","MANDATORY EXPULSIONS","35"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B06","DISCRETIONARY EXPULSIONS","21"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","721"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B08","MANDATORY DAEP REMOVALS","365"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","476"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","5116"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B11","MANDATORY IN SCHOOL SUSPENSIONS","184"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","13045"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","2081"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B14","MANDATORY OUT OF SCHOOL SUSPENSIONS","306"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","3830"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","C-JJAEP EXPULSIONS","C03","HISPANIC","52"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","D-EXPULSION ACTIONS","C08","HISPANIC","56"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","E-DAEP PLACEMENTS","C13","HISPANIC","832"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","E-DAEP PLACEMENTS","C15","WHITE","9"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","F-OUT OF SCHOOL SUSPENSIONS","C18","HISPANIC","4100"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","F-OUT OF SCHOOL SUSPENSIONS","C20","WHITE","-99999999"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","16"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","G-IN SCHOOL SUSPENSIONS","C22","ASIAN","8"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","G-IN SCHOOL SUSPENSIONS","C23","HISPANIC","13061"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","G-IN SCHOOL SUSPENSIONS","C25","WHITE","144"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","H-SPEC. ED. JJAEP EXPULSIONS","D01","SPEC. ED. STUDENTS EXPELLED TO JJAEP","16"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","H-SPEC. ED. JJAEP EXPULSIONS","D02","SPEC. ED. EXPULSIONS TO JJAEP","16"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","H-SPEC. ED. JJAEP EXPULSIONS","D03","NON SPEC. ED. EXPULSIONS TO JJAEP","36"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","I-SPEC. ED. EXPULSIONS","D04","SPEC. ED. STUDENTS EXPELLED","16"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","I-SPEC. ED. EXPULSIONS","D05","SPEC. ED. EXPULSIONS","17"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","I-SPEC. ED. EXPULSIONS","D06","NON SPEC. ED. EXPULSIONS","39"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","J-SPEC. ED. DAEP PLACEMENTS","D07","SPEC. ED. STUDENTS IN DAEP PLACEMENT","174"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","J-SPEC. ED. DAEP PLACEMENTS","D08","SPEC. ED. DAEP PLACEMENTS","215"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","J-SPEC. ED. DAEP PLACEMENTS","D09","NON SPEC. ED. DAEP PLACEMENTS","626"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","566"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","1190"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","K-SPEC. ED. OUT OF SCHOOL SUS.","D12","NON SPEC. ED. OUT OF SCHOOL SUSPEN","2946"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","L-SPEC. ED. IN SCHOOL SUS.","D13","SPEC. ED. STUDENTS IN SCHOOL SUSPEN","1086"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","L-SPEC. ED. IN SCHOOL SUS.","D14","SPEC. ED. IN SCHOOL SUSPEN","3194"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","L-SPEC. ED. IN SCHOOL SUS.","D15","NON SPEC. ED. IN SCHOOL SUSPEN","10035"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","M-ECO. DISADV. JJAEP PLACEMENTS","E01","ECO. DISAD. STUDENTS EXPELLED TO JJAEP","46"
"DISTRICT SUMMARY","01","BROWNSVILLE ISD","031901","M-ECO. DISADV. JJAEP PLACEMENTS","E02","ECO. DISAD. EXPULSION TO JJAEP","46"
