"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","04","ACADEMY OF ACCELERATED LEARNING IN","101810","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","591"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","561"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","43"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","78"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","43"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","78"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","62"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","F-OUT OF SCHOOL SUSPENSIONS","C18","HISPANIC","16"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","13"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","25"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","K-SPEC. ED. OUT OF SCHOOL SUS.","D12","NON SPEC. ED. OUT OF SCHOOL SUSPEN","53"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","P-ECO. DISADV. OUT OF SCHOOL SUS.","E13","ECO. DISAD. STUDENTS OUT OF SCHOOL SUS","37"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","P-ECO. DISADV. OUT OF SCHOOL SUS.","E14","ECO. DISAD. OUT OF SCHOOL SUSPEN","72"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","P-ECO. DISADV. OUT OF SCHOOL SUS.","E15","NON ECO. DISAD. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","04","ACCELERATED INTERMEDIATE ACADEMY","101849","P-ECO. DISADV. OUT OF SCHOOL SUS.","E16","UNKNOWN ECO STATUS OUT OF SCH SUSPEN","-99999999"
