"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","1097"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","131"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","319"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","36"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","44"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","120"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","255"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","16"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","20"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","E-DAEP PLACEMENTS","C11","AFRICAN AMERICAN","7"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","E-DAEP PLACEMENTS","C13","HISPANIC","24"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","E-DAEP PLACEMENTS","C15","WHITE","13"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","F-OUT OF SCHOOL SUSPENSIONS","C18","HISPANIC","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","F-OUT OF SCHOOL SUSPENSIONS","C20","WHITE","13"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","21"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","G-IN SCHOOL SUSPENSIONS","C23","HISPANIC","120"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","G-IN SCHOOL SUSPENSIONS","C25","WHITE","114"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","J-SPEC. ED. DAEP PLACEMENTS","D07","SPEC. ED. STUDENTS IN DAEP PLACEMENT","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","J-SPEC. ED. DAEP PLACEMENTS","D08","SPEC. ED. DAEP PLACEMENTS","6"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","J-SPEC. ED. DAEP PLACEMENTS","D09","NON SPEC. ED. DAEP PLACEMENTS","38"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","K-SPEC. ED. OUT OF SCHOOL SUS.","D12","NON SPEC. ED. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","L-SPEC. ED. IN SCHOOL SUS.","D13","SPEC. ED. STUDENTS IN SCHOOL SUSPEN","23"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","L-SPEC. ED. IN SCHOOL SUS.","D14","SPEC. ED. IN SCHOOL SUSPEN","46"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","L-SPEC. ED. IN SCHOOL SUS.","D15","NON SPEC. ED. IN SCHOOL SUSPEN","209"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","O-ECO. DISADV. DAEP PLACEMENTS","E09","ECO. DISAD. STUDENTS PLACED IN DAEP","27"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","O-ECO. DISADV. DAEP PLACEMENTS","E10","ECO. DISAD. DAEP PLACEMENTS","34"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","O-ECO. DISADV. DAEP PLACEMENTS","E11","NON ECO. DISAD. DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","O-ECO. DISADV. DAEP PLACEMENTS","E12","UNKNOWN ECO. STATUS DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E13","ECO. DISAD. STUDENTS OUT OF SCHOOL SUS","11"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E14","ECO. DISAD. OUT OF SCHOOL SUSPEN","14"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E15","NON ECO. DISAD. OUT OF SCHOOL SUSPEN","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","P-ECO. DISADV. OUT OF SCHOOL SUS.","E16","UNKNOWN ECO STATUS OUT OF SCH SUSPEN","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","Q-ECO. DISADV. IN SCHOOL SUS.","E17","ECO DISAD. STUDENTS SUSPEN IN SCHOOL","77"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","Q-ECO. DISADV. IN SCHOOL SUS.","E18","ECO DISAD. IN SCHOOL SUSPENSIONS","170"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","Q-ECO. DISADV. IN SCHOOL SUS.","E19","NON ECO DISAD. IN SCHOOL SUSPENSIONS","59"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","Q-ECO. DISADV. IN SCHOOL SUS.","E20","UNKNOWN ECO STATUS IN SCHOOL SUSPEN","26"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","T-AT RISK DAEP PLACEMENTS","F09","AT RISK STUDENTS PLACED IN DAEP","24"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","T-AT RISK DAEP PLACEMENTS","F10","AT RISK DAEP PLACEMENTS","32"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","T-AT RISK DAEP PLACEMENTS","F11","NON AT RISK DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","T-AT RISK DAEP PLACEMENTS","F12","UNKNOWN AT RISK STATUS DAEP PLACEMENTS","-99999999"
"DISTRICT SUMMARY","15","BALLINGER ISD","200901","U-AT RISK OUT OF SCHOOL SUS.","F13","AT RISK STUDENTS OUT OF SCHOOL SUS","12"
