"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","4739"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","374"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","1071"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","66"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B08","MANDATORY DAEP REMOVALS","32"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","37"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","347"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B11","MANDATORY IN SCHOOL SUSPENSIONS","9"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","917"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","57"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B14","MANDATORY OUT OF SCHOOL SUSPENSIONS","14"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","57"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","E-DAEP PLACEMENTS","C11","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","E-DAEP PLACEMENTS","C12","ASIAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","E-DAEP PLACEMENTS","C13","HISPANIC","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","E-DAEP PLACEMENTS","C14","NATIVE AMERICAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","E-DAEP PLACEMENTS","C15","WHITE","56"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","F-OUT OF SCHOOL SUSPENSIONS","C18","HISPANIC","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","F-OUT OF SCHOOL SUSPENSIONS","C19","NATIVE AMERICAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","F-OUT OF SCHOOL SUSPENSIONS","C20","WHITE","58"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","31"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","G-IN SCHOOL SUSPENSIONS","C22","ASIAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","G-IN SCHOOL SUSPENSIONS","C23","HISPANIC","235"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","G-IN SCHOOL SUSPENSIONS","C24","NATIVE AMERICAN","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","G-IN SCHOOL SUSPENSIONS","C25","WHITE","652"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","J-SPEC. ED. DAEP PLACEMENTS","D07","SPEC. ED. STUDENTS IN DAEP PLACEMENT","9"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","J-SPEC. ED. DAEP PLACEMENTS","D08","SPEC. ED. DAEP PLACEMENTS","9"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","J-SPEC. ED. DAEP PLACEMENTS","D09","NON SPEC. ED. DAEP PLACEMENTS","60"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","16"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","K-SPEC. ED. OUT OF SCHOOL SUS.","D11","SPEC. ED. OUT OF SCHOOL SUSPEN","24"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","K-SPEC. ED. OUT OF SCHOOL SUS.","D12","NON SPEC. ED. OUT OF SCHOOL SUSPEN","47"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","L-SPEC. ED. IN SCHOOL SUS.","D13","SPEC. ED. STUDENTS IN SCHOOL SUSPEN","59"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","L-SPEC. ED. IN SCHOOL SUS.","D14","SPEC. ED. IN SCHOOL SUSPEN","169"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","L-SPEC. ED. IN SCHOOL SUS.","D15","NON SPEC. ED. IN SCHOOL SUSPEN","757"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","O-ECO. DISADV. DAEP PLACEMENTS","E09","ECO. DISAD. STUDENTS PLACED IN DAEP","17"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","O-ECO. DISADV. DAEP PLACEMENTS","E10","ECO. DISAD. DAEP PLACEMENTS","18"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","O-ECO. DISADV. DAEP PLACEMENTS","E11","NON ECO. DISAD. DAEP PLACEMENTS","43"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","O-ECO. DISADV. DAEP PLACEMENTS","E12","UNKNOWN ECO. STATUS DAEP PLACEMENTS","8"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","P-ECO. DISADV. OUT OF SCHOOL SUS.","E13","ECO. DISAD. STUDENTS OUT OF SCHOOL SUS","19"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","P-ECO. DISADV. OUT OF SCHOOL SUS.","E14","ECO. DISAD. OUT OF SCHOOL SUSPEN","24"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","P-ECO. DISADV. OUT OF SCHOOL SUS.","E15","NON ECO. DISAD. OUT OF SCHOOL SUSPEN","42"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","P-ECO. DISADV. OUT OF SCHOOL SUS.","E16","UNKNOWN ECO STATUS OUT OF SCH SUSPEN","5"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","Q-ECO. DISADV. IN SCHOOL SUS.","E17","ECO DISAD. STUDENTS SUSPEN IN SCHOOL","78"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","Q-ECO. DISADV. IN SCHOOL SUS.","E18","ECO DISAD. IN SCHOOL SUSPENSIONS","287"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","Q-ECO. DISADV. IN SCHOOL SUS.","E19","NON ECO DISAD. IN SCHOOL SUSPENSIONS","580"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","Q-ECO. DISADV. IN SCHOOL SUS.","E20","UNKNOWN ECO STATUS IN SCHOOL SUSPEN","59"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","T-AT RISK DAEP PLACEMENTS","F09","AT RISK STUDENTS PLACED IN DAEP","43"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","T-AT RISK DAEP PLACEMENTS","F10","AT RISK DAEP PLACEMENTS","45"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","T-AT RISK DAEP PLACEMENTS","F11","NON AT RISK DAEP PLACEMENTS","16"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","T-AT RISK DAEP PLACEMENTS","F12","UNKNOWN AT RISK STATUS DAEP PLACEMENTS","8"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","U-AT RISK OUT OF SCHOOL SUS.","F13","AT RISK STUDENTS OUT OF SCHOOL SUS","32"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","U-AT RISK OUT OF SCHOOL SUS.","F14","AT RISK OUT OF SCHOOL SUSPEN","39"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","U-AT RISK OUT OF SCHOOL SUS.","F15","NON AT RISK OUT OF SCHOOL SUSPEN","27"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","U-AT RISK OUT OF SCHOOL SUS.","F16","UNKNOWN AT RISK STATUS OUT OF SCH SUS","5"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","V-AT RISK IN SCHOOL SUS.","F17","AT RISK STUDENTS SUSPEN IN SCHOOL","161"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","V-AT RISK IN SCHOOL SUS.","F18","AT RISK IN SCHOOL SUSPENSIONS","527"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","V-AT RISK IN SCHOOL SUS.","F19","NON AT RISK IN SCHOOL SUSPENSIONS","340"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","V-AT RISK IN SCHOOL SUS.","F20","UNKNOWN AT RISK STATUS IN SCH SUS.","59"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","W-REASON INCIDENT COUNTS","G04","04-CONTROLLED SUBSTANCE/DRUGS","9"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","W-REASON INCIDENT COUNTS","G05","05-ALCOHOL VIOLATION","6"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","W-REASON INCIDENT COUNTS","G07","07-PUBLIC LEWDNESS/INDCT EXPOSURE","-99999999"
"DISTRICT SUMMARY","11","ALEDO ISD","184907","W-REASON INCIDENT COUNTS","G09","09-TITLE 5 FELONY - OFF CAMPUS","-99999999"
