"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","2068"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","254"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","514"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B04","COUNT OF STUDENTS EXPELLED","-99999999"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B05","MANDATORY EXPULSIONS","-99999999"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","51"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","57"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","213"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","416"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","32"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","38"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","D-EXPULSION ACTIONS","C06","AFRICAN AMERICAN","-99999999"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","E-DAEP PLACEMENTS","C11","AFRICAN AMERICAN","34"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","E-DAEP PLACEMENTS","C13","HISPANIC","-99999999"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","E-DAEP PLACEMENTS","C15","WHITE","-99999999"
"DISTRICT SUMMARY","08","ATLANTA ISD","034901","F-OUT OF SCHOOL SUSPENSIONS","C16","AFRICAN AMERICAN","27"
