"AGGREGATION LEVEL","REGION","DISTNAME","DISTRICT","SECTION","HEADING","HEADING NAME","YR09"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","A-PARTICIPATION","A01","DISTRICT CUMULATIVE YEAR END ENROLLMENT","687"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","A-PARTICIPATION","A02","DISTRICT DISCIPLINE POPULATION","62"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","A-PARTICIPATION","A03","DISTRICT DISCIPLINE RECORD COUNT","91"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B07","COUNT OF STUDENTS REMOVED TO A DAEP","7"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B08","MANDATORY DAEP REMOVALS","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B09","DISCRETIONARY DAEP REMOVALS","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B10","COUNT OF STUDENTS SUSPENDED IN SCHOOL","55"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B12","DISCRETIONARY IN SCHOOL SUSPENSIONS","80"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B13","STUDENTS SUSPENDED OUT OF SCHOOL","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","B-DISCIPLINE DATA TRENDS","B15","DISCRETIONARY OUT OF SCHOOL SUSPENSIONS","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","E-DAEP PLACEMENTS","C13","HISPANIC","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","E-DAEP PLACEMENTS","C15","WHITE","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","F-OUT OF SCHOOL SUSPENSIONS","C20","WHITE","-99999999"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","G-IN SCHOOL SUSPENSIONS","C21","AFRICAN AMERICAN","11"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","G-IN SCHOOL SUSPENSIONS","C23","HISPANIC","8"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","G-IN SCHOOL SUSPENSIONS","C25","WHITE","61"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","J-SPEC. ED. DAEP PLACEMENTS","D09","NON SPEC. ED. DAEP PLACEMENTS","7"
"DISTRICT SUMMARY","06","ANDERSON-SHIRO CISD","093901","K-SPEC. ED. OUT OF SCHOOL SUS.","D10","SPEC. ED. STUDENTS OUT OF SCHOOL SUS.","-99999999"
